header,class,mechanism,group
gene:vir:2151,virulence,virulence,virulence
gene:plasmid:21302,plasmid,plasmid,plasmid
gene:plasmid:13563,plasmid,plasmid,plasmid
gene:proph:168483,prophage,prophage,prophage
gene:plasmid:21053,plasmid,plasmid,plasmid
gene:plasmid:14078,plasmid,plasmid,plasmid
gene:plasmid:15659,plasmid,plasmid,plasmid
gene:vir:4565,virulence,virulence,virulence
gene:plasmid:22293,plasmid,plasmid,plasmid
gene:plasmid:22255,plasmid,plasmid,plasmid
gene:proph:168510,prophage,prophage,prophage
gene:plasmid:29299,plasmid,plasmid,plasmid
gene:vir:95723,virulence,virulence,virulence
gene:vir:1743,virulence,virulence,virulence
gene:plasmid:13426,plasmid,plasmid,plasmid
gene:proph:177777,prophage,prophage,prophage
gene:plasmid:117497,plasmid,plasmid,plasmid
gene:plasmid:120671,plasmid,plasmid,plasmid
gene:plasmid:21537,plasmid,plasmid,plasmid
gene:plasmid:90582,plasmid,plasmid,plasmid
gene:plasmid:154654,plasmid,plasmid,plasmid
gene:plasmid:116540,plasmid,plasmid,plasmid
gene:plasmid:137995,plasmid,plasmid,plasmid
gene:plasmid:127460,plasmid,plasmid,plasmid
gene:plasmid:21528,plasmid,plasmid,plasmid
gene:plasmid:152657,plasmid,plasmid,plasmid
gene:plasmid:141920,plasmid,plasmid,plasmid
gene:plasmid:22159,plasmid,plasmid,plasmid
gene:plasmid:14610,plasmid,plasmid,plasmid
gene:plasmid:13622,plasmid,plasmid,plasmid
gene:plasmid:21046,plasmid,plasmid,plasmid
gene:plasmid:133473,plasmid,plasmid,plasmid
gene:proph:161518,prophage,prophage,prophage
gene:vir:105256,virulence,virulence,virulence
gene:plasmid:14023,plasmid,plasmid,plasmid
gene:plasmid:110290,plasmid,plasmid,plasmid
gene:plasmid:155252,plasmid,plasmid,plasmid
gene:proph:160618,prophage,prophage,prophage
gene:plasmid:21272,plasmid,plasmid,plasmid
gene:vir:102284,virulence,virulence,virulence
gene:plasmid:22524,plasmid,plasmid,plasmid
gene:plasmid:128635,plasmid,plasmid,plasmid
gene:plasmid:131373,plasmid,plasmid,plasmid
gene:proph:164773,prophage,prophage,prophage
gene:plasmid:83981,plasmid,plasmid,plasmid
gene:plasmid:152650,plasmid,plasmid,plasmid
gene:plasmid:115500,plasmid,plasmid,plasmid
gene:vir:108561,virulence,virulence,virulence
gene:plasmid:13463,plasmid,plasmid,plasmid
gene:plasmid:21387,plasmid,plasmid,plasmid
gene:proph:168496,prophage,prophage,prophage
gene:plasmid:22577,plasmid,plasmid,plasmid
gene:plasmid:110279,plasmid,plasmid,plasmid
gene:plasmid:14532,plasmid,plasmid,plasmid
gene:plasmid:134944,plasmid,plasmid,plasmid
gene:plasmid:135654,plasmid,plasmid,plasmid
gene:plasmid:19806,plasmid,plasmid,plasmid
gene:plasmid:114288,plasmid,plasmid,plasmid
gene:vir:106086,virulence,virulence,virulence
gene:plasmid:145368,plasmid,plasmid,plasmid
gene:plasmid:127438,plasmid,plasmid,plasmid
gene:plasmid:152763,plasmid,plasmid,plasmid
gene:plasmid:124828,plasmid,plasmid,plasmid
gene:plasmid:22424,plasmid,plasmid,plasmid
gene:plasmid:149990,plasmid,plasmid,plasmid
gene:vir:105254,virulence,virulence,virulence
gene:proph:179108,prophage,prophage,prophage
gene:plasmid:124902,plasmid,plasmid,plasmid
gene:plasmid:150082,plasmid,plasmid,plasmid
gene:vir:1738,virulence,virulence,virulence
gene:plasmid:141404,plasmid,plasmid,plasmid
gene:plasmid:148929,plasmid,plasmid,plasmid
gene:plasmid:153672,plasmid,plasmid,plasmid
gene:plasmid:14573,plasmid,plasmid,plasmid
gene:plasmid:135203,plasmid,plasmid,plasmid
gene:vir:696,virulence,virulence,virulence
gene:vir:99895,virulence,virulence,virulence
gene:plasmid:155312,plasmid,plasmid,plasmid
gene:plasmid:150172,plasmid,plasmid,plasmid
gene:plasmid:136317,plasmid,plasmid,plasmid
gene:plasmid:152757,plasmid,plasmid,plasmid
gene:plasmid:22574,plasmid,plasmid,plasmid
gene:vir:108678,virulence,virulence,virulence
gene:plasmid:140411,plasmid,plasmid,plasmid
gene:plasmid:153665,plasmid,plasmid,plasmid
gene:proph:174311,prophage,prophage,prophage
gene:vir:100907,virulence,virulence,virulence
gene:plasmid:135666,plasmid,plasmid,plasmid
gene:plasmid:22404,plasmid,plasmid,plasmid
gene:plasmid:134908,plasmid,plasmid,plasmid
gene:plasmid:21137,plasmid,plasmid,plasmid
gene:plasmid:14635,plasmid,plasmid,plasmid
gene:proph:168669,prophage,prophage,prophage
gene:plasmid:21984,plasmid,plasmid,plasmid
gene:proph:168511,prophage,prophage,prophage
gene:vir:106110,virulence,virulence,virulence
gene:plasmid:134925,plasmid,plasmid,plasmid
gene:plasmid:22535,plasmid,plasmid,plasmid
gene:plasmid:135605,plasmid,plasmid,plasmid
gene:plasmid:147610,plasmid,plasmid,plasmid
gene:vir:108605,virulence,virulence,virulence
gene:plasmid:143225,plasmid,plasmid,plasmid
gene:vir:7138,virulence,virulence,virulence
gene:plasmid:151334,plasmid,plasmid,plasmid
gene:plasmid:87731,plasmid,plasmid,plasmid
gene:plasmid:28624,plasmid,plasmid,plasmid
gene:plasmid:17292,plasmid,plasmid,plasmid
gene:plasmid:147543,plasmid,plasmid,plasmid
gene:plasmid:131155,plasmid,plasmid,plasmid
gene:plasmid:17225,plasmid,plasmid,plasmid
gene:vir:98405,virulence,virulence,virulence
gene:plasmid:118603,plasmid,plasmid,plasmid
gene:vir:99715,virulence,virulence,virulence
gene:plasmid:135601,plasmid,plasmid,plasmid
gene:plasmid:154476,plasmid,plasmid,plasmid
gene:vir:96812,virulence,virulence,virulence
gene:plasmid:12994,plasmid,plasmid,plasmid
gene:plasmid:130525,plasmid,plasmid,plasmid
gene:plasmid:151093,plasmid,plasmid,plasmid
gene:plasmid:124861,plasmid,plasmid,plasmid
gene:vir:106095,virulence,virulence,virulence
gene:plasmid:91791,plasmid,plasmid,plasmid
gene:plasmid:136092,plasmid,plasmid,plasmid
gene:plasmid:14587,plasmid,plasmid,plasmid
gene:plasmid:87151,plasmid,plasmid,plasmid
gene:vir:108636,virulence,virulence,virulence
gene:vir:93708,virulence,virulence,virulence
gene:plasmid:134730,plasmid,plasmid,plasmid
gene:plasmid:154142,plasmid,plasmid,plasmid
gene:plasmid:17109,plasmid,plasmid,plasmid
gene:plasmid:114049,plasmid,plasmid,plasmid
gene:plasmid:135982,plasmid,plasmid,plasmid
gene:plasmid:21208,plasmid,plasmid,plasmid
gene:vir:102327,virulence,virulence,virulence
gene:vir:2145,virulence,virulence,virulence
gene:plasmid:13918,plasmid,plasmid,plasmid
gene:proph:179575,prophage,prophage,prophage
gene:plasmid:19989,plasmid,plasmid,plasmid
gene:plasmid:22645,plasmid,plasmid,plasmid
gene:proph:177828,prophage,prophage,prophage
gene:plasmid:122904,plasmid,plasmid,plasmid
gene:vir:101587,virulence,virulence,virulence
gene:plasmid:10527,plasmid,plasmid,plasmid
gene:plasmid:22205,plasmid,plasmid,plasmid
gene:proph:177724,prophage,prophage,prophage
gene:plasmid:123229,plasmid,plasmid,plasmid
gene:plasmid:117576,plasmid,plasmid,plasmid
gene:plasmid:21389,plasmid,plasmid,plasmid
gene:plasmid:22010,plasmid,plasmid,plasmid
gene:plasmid:15549,plasmid,plasmid,plasmid
gene:vir:103346,virulence,virulence,virulence
gene:vir:103716,virulence,virulence,virulence
gene:vir:101622,virulence,virulence,virulence
gene:plasmid:120840,plasmid,plasmid,plasmid
gene:vir:1741,virulence,virulence,virulence
gene:proph:168501,prophage,prophage,prophage
gene:plasmid:21666,plasmid,plasmid,plasmid
gene:vir:108764,virulence,virulence,virulence
gene:vir:106091,virulence,virulence,virulence
gene:plasmid:155290,plasmid,plasmid,plasmid
gene:vir:96145,virulence,virulence,virulence
gene:vir:108417,virulence,virulence,virulence
gene:plasmid:127500,plasmid,plasmid,plasmid
gene:proph:177584,prophage,prophage,prophage
gene:plasmid:150021,plasmid,plasmid,plasmid
gene:proph:177286,prophage,prophage,prophage
gene:plasmid:21544,plasmid,plasmid,plasmid
gene:vir:108753,virulence,virulence,virulence
gene:vir:100908,virulence,virulence,virulence
gene:plasmid:110274,plasmid,plasmid,plasmid
gene:plasmid:127504,plasmid,plasmid,plasmid
gene:plasmid:16164,plasmid,plasmid,plasmid
gene:plasmid:152758,plasmid,plasmid,plasmid
gene:plasmid:13684,plasmid,plasmid,plasmid
gene:plasmid:14717,plasmid,plasmid,plasmid
gene:plasmid:16212,plasmid,plasmid,plasmid
gene:vir:1735,virulence,virulence,virulence
gene:plasmid:22582,plasmid,plasmid,plasmid
gene:plasmid:20399,plasmid,plasmid,plasmid
gene:plasmid:14583,plasmid,plasmid,plasmid
gene:plasmid:122433,plasmid,plasmid,plasmid
gene:proph:177272,prophage,prophage,prophage
gene:plasmid:151423,plasmid,plasmid,plasmid
gene:vir:95561,virulence,virulence,virulence
gene:plasmid:23991,plasmid,plasmid,plasmid
gene:plasmid:127453,plasmid,plasmid,plasmid
gene:plasmid:13624,plasmid,plasmid,plasmid
gene:vir:107832,virulence,virulence,virulence
gene:plasmid:28740,plasmid,plasmid,plasmid
gene:plasmid:13329,plasmid,plasmid,plasmid
gene:plasmid:149581,plasmid,plasmid,plasmid
gene:proph:165955,prophage,prophage,prophage
gene:plasmid:14343,plasmid,plasmid,plasmid
gene:proph:177333,prophage,prophage,prophage
gene:plasmid:110973,plasmid,plasmid,plasmid
gene:vir:97990,virulence,virulence,virulence
gene:plasmid:22237,plasmid,plasmid,plasmid
gene:plasmid:82864,plasmid,plasmid,plasmid
gene:plasmid:109421,plasmid,plasmid,plasmid
gene:plasmid:110267,plasmid,plasmid,plasmid
gene:plasmid:13479,plasmid,plasmid,plasmid
gene:plasmid:152756,plasmid,plasmid,plasmid
gene:plasmid:127457,plasmid,plasmid,plasmid
gene:plasmid:141431,plasmid,plasmid,plasmid
gene:plasmid:140965,plasmid,plasmid,plasmid
gene:vir:1378,virulence,virulence,virulence
gene:plasmid:154175,plasmid,plasmid,plasmid
gene:plasmid:145278,plasmid,plasmid,plasmid
gene:plasmid:152684,plasmid,plasmid,plasmid
gene:vir:1417,virulence,virulence,virulence
gene:vir:95757,virulence,virulence,virulence
gene:plasmid:17497,plasmid,plasmid,plasmid
gene:plasmid:10528,plasmid,plasmid,plasmid
gene:plasmid:123491,plasmid,plasmid,plasmid
gene:proph:173664,prophage,prophage,prophage
gene:proph:182051,prophage,prophage,prophage
gene:plasmid:131376,plasmid,plasmid,plasmid
gene:plasmid:13581,plasmid,plasmid,plasmid
gene:plasmid:22658,plasmid,plasmid,plasmid
gene:plasmid:21089,plasmid,plasmid,plasmid
gene:plasmid:22127,plasmid,plasmid,plasmid
gene:plasmid:152253,plasmid,plasmid,plasmid
gene:plasmid:22115,plasmid,plasmid,plasmid
gene:vir:102297,virulence,virulence,virulence
gene:plasmid:135146,plasmid,plasmid,plasmid
gene:proph:168500,prophage,prophage,prophage
gene:proph:177290,prophage,prophage,prophage
gene:proph:159683,prophage,prophage,prophage
gene:plasmid:22119,plasmid,plasmid,plasmid
gene:plasmid:145643,plasmid,plasmid,plasmid
gene:plasmid:153653,plasmid,plasmid,plasmid
gene:proph:177254,prophage,prophage,prophage
gene:proph:173600,prophage,prophage,prophage
gene:proph:184175,prophage,prophage,prophage
gene:plasmid:14061,plasmid,plasmid,plasmid
gene:vir:108564,virulence,virulence,virulence
gene:plasmid:150142,plasmid,plasmid,plasmid
gene:proph:177334,prophage,prophage,prophage
gene:plasmid:21356,plasmid,plasmid,plasmid
gene:plasmid:134729,plasmid,plasmid,plasmid
gene:plasmid:110739,plasmid,plasmid,plasmid
gene:plasmid:150026,plasmid,plasmid,plasmid
gene:plasmid:22061,plasmid,plasmid,plasmid
gene:plasmid:13681,plasmid,plasmid,plasmid
gene:plasmid:151618,plasmid,plasmid,plasmid
gene:proph:173659,prophage,prophage,prophage
gene:proph:163555,prophage,prophage,prophage
gene:proph:169988,prophage,prophage,prophage
gene:plasmid:28681,plasmid,plasmid,plasmid
gene:vir:101627,virulence,virulence,virulence
gene:plasmid:148937,plasmid,plasmid,plasmid
gene:plasmid:125196,plasmid,plasmid,plasmid
gene:plasmid:22627,plasmid,plasmid,plasmid
gene:plasmid:14794,plasmid,plasmid,plasmid
gene:plasmid:145318,plasmid,plasmid,plasmid
gene:plasmid:146149,plasmid,plasmid,plasmid
gene:plasmid:22520,plasmid,plasmid,plasmid
gene:vir:108759,virulence,virulence,virulence
gene:plasmid:117360,plasmid,plasmid,plasmid
gene:plasmid:12863,plasmid,plasmid,plasmid
gene:vir:101630,virulence,virulence,virulence
gene:vir:107834,virulence,virulence,virulence
gene:plasmid:154477,plasmid,plasmid,plasmid
gene:plasmid:151392,plasmid,plasmid,plasmid
gene:plasmid:123349,plasmid,plasmid,plasmid
gene:plasmid:127494,plasmid,plasmid,plasmid
gene:plasmid:149364,plasmid,plasmid,plasmid
gene:plasmid:154426,plasmid,plasmid,plasmid
gene:plasmid:154490,plasmid,plasmid,plasmid
gene:plasmid:152633,plasmid,plasmid,plasmid
gene:plasmid:127473,plasmid,plasmid,plasmid
gene:plasmid:22573,plasmid,plasmid,plasmid
gene:proph:173646,prophage,prophage,prophage
gene:plasmid:22626,plasmid,plasmid,plasmid
gene:proph:165143,prophage,prophage,prophage
gene:plasmid:19308,plasmid,plasmid,plasmid
gene:proph:177799,prophage,prophage,prophage
gene:plasmid:21619,plasmid,plasmid,plasmid
gene:plasmid:135672,plasmid,plasmid,plasmid
gene:plasmid:17103,plasmid,plasmid,plasmid
gene:plasmid:114245,plasmid,plasmid,plasmid
gene:plasmid:14157,plasmid,plasmid,plasmid
gene:plasmid:147566,plasmid,plasmid,plasmid
gene:vir:108638,virulence,virulence,virulence
gene:plasmid:13369,plasmid,plasmid,plasmid
gene:plasmid:112250,plasmid,plasmid,plasmid
gene:proph:160991,prophage,prophage,prophage
gene:plasmid:22579,plasmid,plasmid,plasmid
gene:vir:109011,virulence,virulence,virulence
gene:plasmid:142109,plasmid,plasmid,plasmid
gene:vir:101399,virulence,virulence,virulence
gene:plasmid:148931,plasmid,plasmid,plasmid
gene:plasmid:134394,plasmid,plasmid,plasmid
gene:plasmid:14625,plasmid,plasmid,plasmid
gene:plasmid:120664,plasmid,plasmid,plasmid
gene:vir:95602,virulence,virulence,virulence
gene:proph:177856,prophage,prophage,prophage
gene:plasmid:116532,plasmid,plasmid,plasmid
gene:plasmid:135155,plasmid,plasmid,plasmid
gene:vir:108416,virulence,virulence,virulence
gene:proph:181224,prophage,prophage,prophage
gene:plasmid:120669,plasmid,plasmid,plasmid
gene:plasmid:14626,plasmid,plasmid,plasmid
gene:vir:106100,virulence,virulence,virulence
gene:proph:165634,prophage,prophage,prophage
gene:plasmid:156689,plasmid,plasmid,plasmid
gene:plasmid:152252,plasmid,plasmid,plasmid
gene:plasmid:147606,plasmid,plasmid,plasmid
gene:vir:104458,virulence,virulence,virulence
gene:vir:108609,virulence,virulence,virulence
gene:plasmid:155298,plasmid,plasmid,plasmid
gene:proph:184388,prophage,prophage,prophage
gene:vir:2153,virulence,virulence,virulence
gene:proph:174167,prophage,prophage,prophage
gene:plasmid:127527,plasmid,plasmid,plasmid
gene:plasmid:153667,plasmid,plasmid,plasmid
gene:proph:181845,prophage,prophage,prophage
gene:vir:98404,virulence,virulence,virulence
gene:plasmid:85137,plasmid,plasmid,plasmid
gene:plasmid:15343,plasmid,plasmid,plasmid
gene:proph:179071,prophage,prophage,prophage
gene:plasmid:119014,plasmid,plasmid,plasmid
gene:plasmid:124887,plasmid,plasmid,plasmid
gene:vir:1381,virulence,virulence,virulence
gene:proph:177295,prophage,prophage,prophage
gene:vir:101237,virulence,virulence,virulence
gene:plasmid:87058,plasmid,plasmid,plasmid
gene:plasmid:131375,plasmid,plasmid,plasmid
gene:proph:166050,prophage,prophage,prophage
gene:plasmid:139322,plasmid,plasmid,plasmid
gene:plasmid:97786,plasmid,plasmid,plasmid
gene:plasmid:13475,plasmid,plasmid,plasmid
gene:plasmid:22210,plasmid,plasmid,plasmid
gene:vir:99706,virulence,virulence,virulence
gene:proph:173603,prophage,prophage,prophage
gene:plasmid:29624,plasmid,plasmid,plasmid
gene:vir:1420,virulence,virulence,virulence
gene:plasmid:135645,plasmid,plasmid,plasmid
gene:plasmid:152745,plasmid,plasmid,plasmid
gene:plasmid:142147,plasmid,plasmid,plasmid
gene:plasmid:123420,plasmid,plasmid,plasmid
gene:plasmid:22496,plasmid,plasmid,plasmid
gene:plasmid:152698,plasmid,plasmid,plasmid
gene:plasmid:116166,plasmid,plasmid,plasmid
gene:plasmid:97820,plasmid,plasmid,plasmid
gene:plasmid:13353,plasmid,plasmid,plasmid
gene:vir:108443,virulence,virulence,virulence
gene:plasmid:149899,plasmid,plasmid,plasmid
gene:proph:177353,prophage,prophage,prophage
gene:plasmid:152254,plasmid,plasmid,plasmid
gene:plasmid:112472,plasmid,plasmid,plasmid
gene:vir:108704,virulence,virulence,virulence
gene:plasmid:13467,plasmid,plasmid,plasmid
gene:plasmid:153816,plasmid,plasmid,plasmid
gene:plasmid:30149,plasmid,plasmid,plasmid
gene:plasmid:124048,plasmid,plasmid,plasmid
gene:proph:163041,prophage,prophage,prophage
gene:plasmid:22692,plasmid,plasmid,plasmid
gene:plasmid:21664,plasmid,plasmid,plasmid
gene:plasmid:16976,plasmid,plasmid,plasmid
gene:plasmid:116547,plasmid,plasmid,plasmid
gene:plasmid:14082,plasmid,plasmid,plasmid
gene:plasmid:30120,plasmid,plasmid,plasmid
gene:plasmid:124826,plasmid,plasmid,plasmid
gene:proph:165544,prophage,prophage,prophage
gene:plasmid:93208,plasmid,plasmid,plasmid
gene:proph:164953,prophage,prophage,prophage
gene:plasmid:21016,plasmid,plasmid,plasmid
gene:vir:99718,virulence,virulence,virulence
gene:plasmid:82629,plasmid,plasmid,plasmid
gene:proph:165629,prophage,prophage,prophage
gene:plasmid:13691,plasmid,plasmid,plasmid
gene:plasmid:28595,plasmid,plasmid,plasmid
gene:plasmid:13607,plasmid,plasmid,plasmid
gene:proph:165619,prophage,prophage,prophage
gene:plasmid:83855,plasmid,plasmid,plasmid
gene:vir:1409,virulence,virulence,virulence
gene:plasmid:117691,plasmid,plasmid,plasmid
gene:plasmid:14615,plasmid,plasmid,plasmid
gene:plasmid:117332,plasmid,plasmid,plasmid
gene:plasmid:21338,plasmid,plasmid,plasmid
gene:plasmid:24264,plasmid,plasmid,plasmid
gene:plasmid:19290,plasmid,plasmid,plasmid
gene:plasmid:131185,plasmid,plasmid,plasmid
gene:plasmid:151421,plasmid,plasmid,plasmid
gene:plasmid:21028,plasmid,plasmid,plasmid
gene:plasmid:14000,plasmid,plasmid,plasmid
gene:proph:160729,prophage,prophage,prophage
gene:plasmid:13473,plasmid,plasmid,plasmid
gene:plasmid:138875,plasmid,plasmid,plasmid
gene:vir:1385,virulence,virulence,virulence
gene:plasmid:21843,plasmid,plasmid,plasmid
gene:plasmid:22204,plasmid,plasmid,plasmid
gene:plasmid:127481,plasmid,plasmid,plasmid
gene:plasmid:152753,plasmid,plasmid,plasmid
gene:plasmid:154331,plasmid,plasmid,plasmid
gene:vir:108653,virulence,virulence,virulence
gene:plasmid:30125,plasmid,plasmid,plasmid
gene:plasmid:134942,plasmid,plasmid,plasmid
gene:plasmid:136312,plasmid,plasmid,plasmid
gene:proph:177823,prophage,prophage,prophage
gene:proph:183710,prophage,prophage,prophage
gene:plasmid:91020,plasmid,plasmid,plasmid
gene:plasmid:124825,plasmid,plasmid,plasmid
gene:plasmid:82042,plasmid,plasmid,plasmid
gene:plasmid:157729,plasmid,plasmid,plasmid
gene:plasmid:109148,plasmid,plasmid,plasmid
gene:plasmid:134946,plasmid,plasmid,plasmid
gene:plasmid:17194,plasmid,plasmid,plasmid
gene:plasmid:112313,plasmid,plasmid,plasmid
gene:vir:99717,virulence,virulence,virulence
gene:proph:177418,prophage,prophage,prophage
gene:plasmid:22418,plasmid,plasmid,plasmid
gene:plasmid:149913,plasmid,plasmid,plasmid
gene:proph:163935,prophage,prophage,prophage
gene:plasmid:112770,plasmid,plasmid,plasmid
gene:plasmid:14560,plasmid,plasmid,plasmid
gene:plasmid:118071,plasmid,plasmid,plasmid
gene:plasmid:110982,plasmid,plasmid,plasmid
gene:proph:166048,prophage,prophage,prophage
gene:proph:177355,prophage,prophage,prophage
gene:vir:2639,virulence,virulence,virulence
gene:proph:163515,prophage,prophage,prophage
gene:plasmid:149371,plasmid,plasmid,plasmid
gene:vir:99714,virulence,virulence,virulence
gene:proph:183383,prophage,prophage,prophage
gene:plasmid:147026,plasmid,plasmid,plasmid
gene:plasmid:117070,plasmid,plasmid,plasmid
gene:proph:177314,prophage,prophage,prophage
gene:plasmid:134731,plasmid,plasmid,plasmid
gene:plasmid:87060,plasmid,plasmid,plasmid
gene:plasmid:21733,plasmid,plasmid,plasmid
gene:plasmid:124897,plasmid,plasmid,plasmid
gene:plasmid:109422,plasmid,plasmid,plasmid
gene:proph:177582,prophage,prophage,prophage
gene:plasmid:136534,plasmid,plasmid,plasmid
gene:plasmid:152692,plasmid,plasmid,plasmid
gene:plasmid:119032,plasmid,plasmid,plasmid
gene:plasmid:139558,plasmid,plasmid,plasmid
gene:plasmid:129812,plasmid,plasmid,plasmid
gene:plasmid:21261,plasmid,plasmid,plasmid
gene:vir:1739,virulence,virulence,virulence
gene:plasmid:97788,plasmid,plasmid,plasmid
gene:plasmid:15662,plasmid,plasmid,plasmid
gene:plasmid:155206,plasmid,plasmid,plasmid
gene:vir:4878,virulence,virulence,virulence
gene:vir:108666,virulence,virulence,virulence
gene:vir:108651,virulence,virulence,virulence
gene:plasmid:141194,plasmid,plasmid,plasmid
gene:plasmid:87149,plasmid,plasmid,plasmid
gene:plasmid:126975,plasmid,plasmid,plasmid
gene:plasmid:131371,plasmid,plasmid,plasmid
gene:plasmid:22421,plasmid,plasmid,plasmid
gene:proph:177834,prophage,prophage,prophage
gene:plasmid:132159,plasmid,plasmid,plasmid
gene:plasmid:133320,plasmid,plasmid,plasmid
gene:proph:177127,prophage,prophage,prophage
gene:vir:101643,virulence,virulence,virulence
gene:plasmid:16202,plasmid,plasmid,plasmid
gene:plasmid:152257,plasmid,plasmid,plasmid
gene:plasmid:22419,plasmid,plasmid,plasmid
gene:plasmid:152761,plasmid,plasmid,plasmid
gene:vir:108767,virulence,virulence,virulence
gene:plasmid:151646,plasmid,plasmid,plasmid
gene:plasmid:117291,plasmid,plasmid,plasmid
gene:proph:177835,prophage,prophage,prophage
gene:plasmid:28972,plasmid,plasmid,plasmid
gene:plasmid:124872,plasmid,plasmid,plasmid
gene:proph:168133,prophage,prophage,prophage
gene:proph:167221,prophage,prophage,prophage
gene:plasmid:16204,plasmid,plasmid,plasmid
gene:vir:108746,virulence,virulence,virulence
gene:plasmid:13357,plasmid,plasmid,plasmid
gene:plasmid:123347,plasmid,plasmid,plasmid
gene:proph:183382,prophage,prophage,prophage
gene:proph:159664,prophage,prophage,prophage
gene:plasmid:13795,plasmid,plasmid,plasmid
gene:plasmid:158919,plasmid,plasmid,plasmid
gene:plasmid:120821,plasmid,plasmid,plasmid
gene:plasmid:28956,plasmid,plasmid,plasmid
gene:proph:163194,prophage,prophage,prophage
gene:vir:108607,virulence,virulence,virulence
gene:plasmid:156439,plasmid,plasmid,plasmid
gene:plasmid:125535,plasmid,plasmid,plasmid
gene:plasmid:12851,plasmid,plasmid,plasmid
gene:plasmid:14580,plasmid,plasmid,plasmid
gene:plasmid:14549,plasmid,plasmid,plasmid
gene:plasmid:77789,plasmid,plasmid,plasmid
gene:plasmid:155284,plasmid,plasmid,plasmid
gene:plasmid:125194,plasmid,plasmid,plasmid
gene:proph:177752,prophage,prophage,prophage
gene:vir:99710,virulence,virulence,virulence
gene:proph:165013,prophage,prophage,prophage
gene:plasmid:21394,plasmid,plasmid,plasmid
gene:proph:160622,prophage,prophage,prophage
gene:plasmid:22048,plasmid,plasmid,plasmid
gene:plasmid:119689,plasmid,plasmid,plasmid
gene:vir:4563,virulence,virulence,virulence
gene:plasmid:149576,plasmid,plasmid,plasmid
gene:plasmid:151292,plasmid,plasmid,plasmid
gene:plasmid:153676,plasmid,plasmid,plasmid
gene:plasmid:14473,plasmid,plasmid,plasmid
gene:plasmid:13744,plasmid,plasmid,plasmid
gene:proph:167229,prophage,prophage,prophage
gene:plasmid:152726,plasmid,plasmid,plasmid
gene:plasmid:152749,plasmid,plasmid,plasmid
gene:vir:99997,virulence,virulence,virulence
gene:proph:165596,prophage,prophage,prophage
gene:plasmid:133211,plasmid,plasmid,plasmid
gene:plasmid:22681,plasmid,plasmid,plasmid
gene:plasmid:28770,plasmid,plasmid,plasmid
gene:plasmid:18043,plasmid,plasmid,plasmid
gene:plasmid:14591,plasmid,plasmid,plasmid
gene:plasmid:142146,plasmid,plasmid,plasmid
gene:vir:108249,virulence,virulence,virulence
gene:plasmid:22225,plasmid,plasmid,plasmid
gene:vir:96813,virulence,virulence,virulence
gene:plasmid:14145,plasmid,plasmid,plasmid
gene:proph:177869,prophage,prophage,prophage
gene:proph:165158,prophage,prophage,prophage
gene:plasmid:22124,plasmid,plasmid,plasmid
gene:plasmid:83917,plasmid,plasmid,plasmid
gene:vir:100911,virulence,virulence,virulence
gene:plasmid:134974,plasmid,plasmid,plasmid
gene:proph:183180,prophage,prophage,prophage
gene:plasmid:135656,plasmid,plasmid,plasmid
gene:plasmid:13355,plasmid,plasmid,plasmid
gene:plasmid:21942,plasmid,plasmid,plasmid
gene:plasmid:147565,plasmid,plasmid,plasmid
gene:plasmid:127497,plasmid,plasmid,plasmid
gene:plasmid:145647,plasmid,plasmid,plasmid
gene:proph:177840,prophage,prophage,prophage
gene:plasmid:134501,plasmid,plasmid,plasmid
gene:vir:108721,virulence,virulence,virulence
gene:vir:103697,virulence,virulence,virulence
gene:proph:163240,prophage,prophage,prophage
gene:plasmid:14617,plasmid,plasmid,plasmid
gene:plasmid:152700,plasmid,plasmid,plasmid
gene:proph:174596,prophage,prophage,prophage
gene:plasmid:133351,plasmid,plasmid,plasmid
gene:plasmid:21330,plasmid,plasmid,plasmid
gene:plasmid:142142,plasmid,plasmid,plasmid
gene:vir:102270,virulence,virulence,virulence
gene:plasmid:22517,plasmid,plasmid,plasmid
gene:plasmid:139557,plasmid,plasmid,plasmid
gene:plasmid:21680,plasmid,plasmid,plasmid
gene:plasmid:21627,plasmid,plasmid,plasmid
gene:proph:159064,prophage,prophage,prophage
gene:vir:108756,virulence,virulence,virulence
gene:plasmid:149912,plasmid,plasmid,plasmid
gene:plasmid:129814,plasmid,plasmid,plasmid
gene:plasmid:147617,plasmid,plasmid,plasmid
gene:plasmid:14516,plasmid,plasmid,plasmid
gene:vir:2633,virulence,virulence,virulence
gene:plasmid:17108,plasmid,plasmid,plasmid
gene:plasmid:135613,plasmid,plasmid,plasmid
gene:plasmid:142253,plasmid,plasmid,plasmid
gene:plasmid:152782,plasmid,plasmid,plasmid
gene:proph:183581,prophage,prophage,prophage
gene:plasmid:21690,plasmid,plasmid,plasmid
gene:plasmid:30124,plasmid,plasmid,plasmid
gene:plasmid:115645,plasmid,plasmid,plasmid
gene:proph:167130,prophage,prophage,prophage
gene:plasmid:145218,plasmid,plasmid,plasmid
gene:plasmid:139561,plasmid,plasmid,plasmid
gene:vir:96645,virulence,virulence,virulence
gene:plasmid:132177,plasmid,plasmid,plasmid
gene:proph:163245,prophage,prophage,prophage
gene:vir:80280,virulence,virulence,virulence
gene:plasmid:150145,plasmid,plasmid,plasmid
gene:plasmid:109299,plasmid,plasmid,plasmid
gene:vir:25,virulence,virulence,virulence
